the_geom,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
POINT (-87.765631999 41.99261000000001),11681,CENTRAL,PRESCOTT,SB,NS,85A,,CHICAGO,Central & Prescott
POINT (-87.65472372800002 41.958202003),1054,SHERIDAN,BUENA,SB,FS,151,,CHICAGO,Sheridan & Buena
POINT (-87.69842700100003 41.866419001),285,ROOSEVELT,FRANCISCO,EB,NT,12,,CHICAGO,Roosevelt & Francisco
POINT (-87.63526419800002 41.69238577700003),2883,111TH STREET,NORMAL,EB,NS,111,,CHICAGO,111th Street & Normal
POINT (-87.80123730499997 41.78012432100002),18403,HARLEM,61ST PLACE,SB,NS,62H,,SUMMIT,Harlem & 61st Place
POINT (-87.63100262400002 41.89986677500002),18412,WALTON,CLARK,WB,FS,"22,70",N22,CHICAGO,Walton & Clark
POINT (-87.77388922099999 41.775162679000005),18382,MEADE,64TH PLACE,SB,NS,55A,,CHICAGO,Meade & 64th Place
POINT (-87.70968610699998 41.84439807899997),18383,26TH STREET,HOMAN,EB,FS,60,N60,CHICAGO,26th Street & Homan
POINT (-87.63724009700002 41.900713758999984),18402,ORLEANS,OAK,NB,FS,37,,CHICAGO,Orleans & Oak
POINT (-87.77670023000002 41.953155571000025),18472,AUSTIN,IRVING PARK,NB,FS,91,,CHICAGO,Austin & Irving Park
POINT (-87.80705899200001 41.98556231700002),18471,HARLEM,TALCOTT,SB,FS,88,,CHICAGO,Harlem & Talcott
POINT (-87.663718781 41.766842747),18473,ASHLAND,70TH STREET,NB,FS,9,N9,CHICAGO,Ashland & 70th Street
POINT (-87.64366799999999 41.734460001),3690,HALSTED,88TH STREET,SB,NS,8A,,CHICAGO,Halsted & 88th Street
POINT (-87.74867100099999 42.04798100099998),3567,GROSS POINT,CHURCH,NEB,NS,"54A,97",,SKOKIE,Gross Point & Church
POINT (-87.64682974800002 41.96216206499997),17766,MARINE DRIVE,MONTROSE,NB,FS,"136,146",,CHICAGO,Marine Drive & Montrose
POINT (-87.60130257700001 41.787376360999986),17846,ELLIS,MIDWAY PLAISANCE,SB,MB,"171,172",,CHICAGO,Ellis & Midway Plaisance
POINT (-87.646301865 41.93475201199999),1918,CLARK,SURF,NB,NS,22,N22,CHICAGO,Clark & Surf
POINT (-87.64662274900002 41.852737357000024),16193,CERMAK,HALSTED,WB,FS,21,,CHICAGO,Cermak & Halsted
POINT (-87.623962705 41.85399585699997),1598,MICHIGAN,21ST STREET,SB,FS,"1,3,4",N4,CHICAGO,Michigan & 21st Street
POINT (-87.72636699600002 41.90795978900002),9108,PULASKI,LE MOYNE,NB,NS,53,N53,CHICAGO,Pulaski & Le Moyne
POINT (-87.6623151 41.72111819999998),15211,95TH STREET,ASHLAND,EB,FS,N9,N9,CHICAGO,95th Street & Ashland
POINT (-87.71034994299998 41.68401706499998),9958,115TH STREET,CENTRAL PARK,EB,NS,52A,,CHICAGO,115th Street & Central Park
POINT (-87.77704625400003 41.94582927099998),17222,ADDISON,AUSTIN,WB,FS,152,,CHICAGO,Addison & Austin
POINT (-87.71208699900001 41.92638899999997),11263,KIMBALL,ALTGELD,NB,NS,82,,CHICAGO,Kimball & Altgeld
POINT (-87.598339926 41.65707323800001),7576,ELLIS,131ST STREET,SB,FT,34,N34,CHICAGO,Ellis & 131st Street
POINT (-87.728677463 41.90974851300001),15483,NORTH AVENUE,KARLOV (west leg),EB,FS,72,,CHICAGO,North Ave & Karlov
POINT (-87.64148999999998 41.668578000000025),5978,HALSTED,124TH STREET,NB,NS,"8A,108",,CHICAGO,Halsted & 124th Street
POINT (-87.69999317100002 41.749750620999976),2738,79TH STREET,ALBANY,EB,NS,79,,CHICAGO,79th Street & Albany
POINT (-87.69205502 41.82278349799998),17365,PERSHING,WASHTENAW,EB,MT,39,,CHICAGO,Pershing & Washtenaw
POINT (-87.64544023799999 41.80140718199999),15023,HALSTED,51ST STREET,SB,FS,8,,CHICAGO,Halsted & 51st Street
POINT (-87.69098688100001 41.69161183599999),12396,111TH STREET,CALIFORNIA (e.ent.OLIVET),EB,NT,112,,CHICAGO,111th Street & California
POINT (-87.71388499900002 41.984898999999984),11118,KIMBALL,HOLLYWOOD,SB,NS,82,,CHICAGO,Kimball & Hollywood
POINT (-87.677750393 41.93219160199999),11018,DIVERSEY,DAMEN/CLYBOURN,EB,FS,76,,CHICAGO,Diversey & Damen/Clybourn
POINT (-87.73521629800001 41.88050398199999),15848,MADISON,KOSTNER,EB,FS,20,N20,CHICAGO,Madison & Kostner
POINT (-87.746465236 41.93179858399998),14824,CICERO,DIVERSEY,NB,FS,54,,CHICAGO,Cicero & Diversey
POINT (-87.77155999899998 41.78143399999999),4572,AUSTIN,61ST STREET,NB,NS,55A,,CHICAGO,Austin & 61st Street
POINT (-87.75437945800002 41.96041925100002),14617,MILWAUKEE,MONTROSE,SEB,FS,56,,CHICAGO,Milwaukee & Montrose
POINT (-87.70217878699998 41.92595160500002),5557,MILWAUKEE,SACRAMENTO,NWB,NS,56,,CHICAGO,Milwaukee & Sacramento
POINT (-87.63387499999999 41.88077099999998),4634,WELLS,MONROE,SB,NS,37,,CHICAGO,Wells & Monroe
POINT (-87.66454477299999 41.78691191500002),6093,ASHLAND,59TH STREET,SB,NS,"9,X9",N9,CHICAGO,Ashland & 59th Street
POINT (-87.77544454000002 41.90182165099998),9593,AUSTIN,DIVISION,SB,FS,91,,OAK PARK,Austin & Division
POINT (-87.70293305400003 41.764495633000024),10015,KEDZIE,71ST STREET,SB,NS,52A,,CHICAGO,Kedzie & 71st Street
POINT (-87.71239700000001 41.93229100000002),11143,KIMBALL,DIVERSEY/MILWAUKEE,SB,NS,82,,CHICAGO,Kimball & Diversey/Milwaukee
POINT (-87.64910288499999 41.932542979000004),14907,HALSTED,DIVERSEY,SB,FS,8,,CHICAGO,Halsted & Diversey
POINT (-87.666564773 41.85216107399998),6381,BLUE ISLAND,ASHLAND/CERMAK,SWB,FS,60,N60,CHICAGO,Blue Island & Ashland/Cermak
POINT (-87.72557064300003 41.872895486000004),171,FIFTH AVENUE,PULASKI,NEB,NS,7,,CHICAGO,Fifth Avenue & Pulaski
POINT (-87.650786874 41.89348555999999),5525,MILWAUKEE,ERIE,NWB,FS,56,,CHICAGO,Milwaukee & Erie
POINT (-87.75792625100001 41.96471775600003),5589,MILWAUKEE,LARAMIE,NWB,NS,56,,CHICAGO,Milwaukee & Laramie
POINT (-87.64525912599998 41.794407164000006),5836,HALSTED,GARFIELD (north leg),SB,NS,8,,CHICAGO,Halsted & Garfield
POINT (-87.65545900000001 41.989915999999994),1035,SHERIDAN,THORNDALE,SB,FS,"136,147,151",,CHICAGO,Sheridan & Thorndale
POINT (-87.69273674099998 41.98124036500002),1493,LINCOLN,CATALPA,NWB,NS,11,,CHICAGO,Lincoln & Catalpa
POINT (-87.643063918 41.70685878199998),12158,103RD STREET,HALSTED,EB,NS,103,,CHICAGO,103rd Street & Halsted
POINT (-87.68333871300001 41.78645298800001),15460,59TH STREET,WESTERN,EB,FS,59,,CHICAGO,59th Street & Western
POINT (-87.76687450899999 41.96041677300002),16109,MONTROSE,CENTRAL,EB,FS,78,,CHICAGO,Montrose & Central
POINT (-87.623365444 41.82366790499998),7730,PERSHING,MICHIGAN,EB,NS,39,,CHICAGO,Pershing & Michigan
POINT (-87.66201484300001 41.881468806999976),16049,MADISON,LOOMIS (west leg),EB,FT,20,N20,CHICAGO,Madison & Loomis
POINT (-87.58619943299999 41.751430070000026),2794,79TH STREET,STONY ISLAND,EB,NS,79,N79,CHICAGO,79th Street & Stony Island
POINT (-87.666329125 41.85771318500002),6763,18TH STREET,ASHLAND,EB,NS,18,,CHICAGO,18th Street & Ashland
POINT (-87.57557596599997 41.737120602999994),9465,87TH STREET,JEFFERY,WB,NS,87,,CHICAGO,87th Street & Jeffery
POINT (-87.76399891800003 41.865536909000014),17059,ROOSEVELT,CENTRAL,EB,FS,12,,CICERO,Roosevelt & Central
POINT (-87.65961458499999 41.80131738699998),18022,51ST STREET,LOOMIS,EB,FS,51,,CHICAGO,51st Street & Loomis
POINT (-87.65472786100003 41.801388411000005),18023,51ST STREET,RACINE,EB,FS,51,,CHICAGO,51st Street & Racine
POINT (-87.65057879300002 41.80158004499998),18024,51ST STREET,MORGAN,WB,FS,51,,CHICAGO,51st Street & Morgan
POINT (-87.66021808699998 41.801447611000015),18025,51ST STREET,LOOMIS,WB,FS,51,,CHICAGO,51st Street & Loomis
POINT (-87.665126429 41.80138205200001),18026,51ST STREET,ASHLAND,WB,FS,51,,CHICAGO,51st Street & Ashland
POINT (-87.59111231600002 41.75879076899997),18027,75TH STREET,DORCHESTER,WB,FS,75,,CHICAGO,75th Street & Dorchester
POINT (-87.70307521500001 41.78618422699998),18029,59TH STREET,KEDZIE,EB,FS,59,,CHICAGO,59th Street & Kedzie
POINT (-87.70360656600002 41.78631417499997),18030,59TH STREET,KEDZIE,WB,FS,59,,CHICAGO,59th Street & Kedzie
POINT (-87.72327107500001 41.785998807),18031,59TH STREET,PULASKI,WB,FS,59,,CHICAGO,59th Street & Pulaski
POINT (-87.62916787799998 41.794647939000015),18032,GARFIELD,LASALLE,WB,NT,55,N55,CHICAGO,Garfield & LaSalle
POINT (-87.65818138200001 41.94938491900001),18033,CLARK,WAVELAND,NB,FS,22,N22,CHICAGO,Clark & Waveland
POINT (-87.77604826999999 41.774034266),17871,65TH STREET,MELVINA,EB,FS,165,,BEDFORD PARK,65th Street & Melvina
POINT (-87.647016844 41.94010574800001),17901,BELMONT,ORCHARD,WB,FT,"77,151,156",,CHICAGO,Belmont & Orchard
POINT (-87.61536517000002 41.75846875100001),17957,75TH STREET,KING DRIVE,WB,FS,75,,CHICAGO,75th Street & King Drive
POINT (-87.66609231899997 41.92525209299998),18319,FULLERTON,GREENVIEW,WB,FS,74,,CHICAGO,Fullerton & Greenview
POINT (-87.593236295 41.786050558),17902,60TH STREET,KENWOOD,EB,NS,"2,171,172",,CHICAGO,60th Street & Kenwood
POINT (-87.61007833299999 41.692461666999975),17891,COTTAGE GROVE,111TH STREET,SB,FS,111A,,CHICAGO,Cottage Grove & 111th Street
POINT (-87.75335140599998 41.77828071699997),17966,63RD STREET,LATROBE,WB,FT,63W,,CHICAGO,63rd Street & Latrobe
POINT (-87.60589407600003 41.77290554299998),17967,COTTAGE GROVE,67TH STREET,SB,FS,4,,CHICAGO,Cottage Grove & 67th Street
POINT (-87.77811958000001 41.93105196800002),17994,DIVERSEY,MEADE,EB,FS,76,,CHICAGO,Diversey & Meade
POINT (-87.77166101300003 41.880226564),509,MADISON,MAYFIELD (west leg),WB,NS,20,N20,CHICAGO,Madison & Mayfield
POINT (-87.66434121999998 41.706609028),12147,103RD STREET,1700 WEST,EB,MB,103,,CHICAGO,1700 W 103rd Street
POINT (-87.65056814500002 41.82331073400002),14501,PERSHING,MORGAN,EB,FS,39,,CHICAGO,Pershing & Morgan
POINT (-87.74699333299998 42.05309333299999),3579,SKOKIE BLVD,FOSTER,SB,FS,"54A,97",,SKOKIE,Skokie Blvd & Foster
POINT (-87.76669775900001 41.77789460299999),3307,63RD STREET,MENARD,EB,NS,63W,,CHICAGO,63rd Street & Menard
POINT (-87.59750699900002 41.72576099999998),11929,93RD STREET,GREENWOOD,EB,NS,"N5,95",N5,CHICAGO,93rd Street & Greenwood
POINT (-87.66435488799999 41.69043986600002),2869,VINCENNES,MONTEREY,NEB,FS,"111,112",,CHICAGO,Vincennes & Monterey
POINT (-87.58717247200002 41.799430529999995),7134,LAKE PARK,53RD STREET,NB,NS,"15,28",,CHICAGO,Lake Park & 53rd Street
POINT (-87.67533865299998 41.82318424599998),15952,PERSHING,DAMEN (east leg),WB,FS,39,,CHICAGO,Pershing & Damen
POINT (-87.68460497199999 41.80121564000001),9215,51ST STREET,WESTERN AVENUE,WB,FS,51,,CHICAGO,51st Street & Western Avenue
POINT (-87.649351534 41.939736082000024),14906,HALSTED,BELMONT,SB,FS,8,,CHICAGO,Halsted & Belmont
POINT (-87.68371197099998 41.786728314000015),14795,WESTERN,59TH STREET,NB,FS,"49,X49",N49,CHICAGO,Western & 59th Street
POINT (-87.59017599999999 41.79559175600002),10568,55TH STREET,BLACKSTONE,WB,NS,55,N55,CHICAGO,55th Street & Blackstone
POINT (-87.74845742500003 41.77824701899999),3316,63RD STREET,LAWLER,EB,NS,63W,,CHICAGO,63rd Street & Lawler
POINT (-87.80844642400001 41.98190162200001),14144,HARLEM,BLUE LINE STATION,NB,TERM,88,,CHICAGO,Harlem Blue Line Station
POINT (-87.664200623 41.77411853699999),6101,ASHLAND,66TH STREET,SB,NS,9,N9,CHICAGO,Ashland & 66th Street
POINT (-87.71078294 41.99047014400003),11495,PETERSON,JERSEY,WB,NS,84,,CHICAGO,Peterson & Jersey
POINT (-87.661764694 41.78684883400001),13065,59TH STREET,LAFLIN,WB,NS,59,,CHICAGO,59th Street & Laflin
POINT (-87.72159441500003 41.90418821200001),703,GRAND,HAMLIN,EB,NS,65,,CHICAGO,Grand & Hamlin
POINT (-87.80084288400002 41.938022347000015),17480,BELMONT,SAYRE,EB,FS,77,N77,CHICAGO,Belmont & Sayre
POINT (-87.752016303 41.953266773999985),16015,IRVING PARK,LAVERGNE,EB,FS,80,,CHICAGO,Irving Park & Lavergne
POINT (-87.706892176 41.902985453999975),2075,DIVISION,KEDZIE,WB,FS,70,,CHICAGO,Division & Kedzie
POINT (-87.712757179 41.95375577599998),11275,KIMBALL,IRVING PARK,NB,NS,82,,CHICAGO,Kimball & Irving Park
POINT (-87.64931744900002 41.947370809000006),12552,ADDISON,HALSTED,WB,NS,152,,CHICAGO,Addison & Halsted
POINT (-87.68363100200003 41.78301890900002),14794,WESTERN,61ST STREET,NB,FS,49,N49,CHICAGO,Western & 61st Street
POINT (-87.71218279300001 41.93920940300001),7858,BELMONT,KIMBALL,EB,FS,77,N77,CHICAGO,Belmont & Kimball (Blue Line)
POINT (-87.65372008999998 41.74693216200001),5195,RACINE,81ST STREET,SB,NS,44,,CHICAGO,Racine & 81st Street
POINT (-87.75281780699999 41.916687509999974),823,GRAND,LECLAIRE/ARMITAGE,WB,NS,65,,CHICAGO,Grand & Leclaire/Armitage
POINT (-87.64458968000002 41.768399907),14496,HALSTED,69TH STREET,SB,FS,"8,169",,CHICAGO,Halsted & 69th Street
POINT (-87.66978679800002 41.989657050000005),11478,RIDGE,CLARK,NWB,NS,84,,CHICAGO,Ridge & Clark
POINT (-87.69082091199999 41.69177463099999),12372,111TH STREET,CALIFORNIA,WB,NS,112,,CHICAGO,111th Street & California
POINT (-87.55251085700002 41.70980736000001),17852,COMMERCIAL,102ND STREET,SB,FS,71,,CHICAGO,Commercial & 102nd Street
POINT (-87.704231806 41.82264641199998),7795,PERSHING,KEDZIE,WB,NS,39,,CHICAGO,Pershing & Kedzie
POINT (-87.760364466 41.79611592399999),17573,ARCHER,LINDER,SWB,FS,"62,62H",,CHICAGO,Archer & Linder
POINT (-87.678667415 41.954387482000016),8951,DAMEN,IRVING PARK/LINCOLN,NB,FS,50,,CHICAGO,Damen & Irving Park/Lincoln
POINT (-87.79062900000002 41.850633000000016),6962,CERMAK,RIVERSIDE DRIVE,WB,NS,"21,322",,BERWYN,Cermak & Riverside Drive
POINT (-87.641291922 41.94465469900001),1067,LAKE SHORE,HAWTHORNE,SB,FS,"135,146,151",,CHICAGO,Lake Shore & Hawthorne
POINT (-87.56918133900001 41.73955729199997),7244,SOUTH CHICAGO,86TH STREET/CRANDON,SEB,FS,30,,CHICAGO,South Chicago & 86th Street/Crandon
POINT (-87.668053999 41.830422),7665,35TH STREET,PAULINA,EB,NS,35,,CHICAGO,35th Street & Paulina
POINT (-87.69357900099999 41.873850000000004),222,HARRISON,WASHTENAW,WB,NS,7,,CHICAGO,Harrison & Washtenaw
POINT (-87.73287533000001 41.77860165499999),14814,63RD STREET,KOSTNER,WB,FS,63,N63,CHICAGO,63rd Street & Kostner
POINT (-87.80647019700001 41.938068465000015),9350,BELMONT,HARLEM,WB,NS,77,N77,CHICAGO,Belmont & Harlem
POINT (-87.735898115 41.73472498699999),9531,87TH STREET,KENTON (east leg),WB,NS,87,,CHICAGO,87th Street & Kenton
POINT (-87.62990299900002 41.81064199999997),6473,LASALLE,46TH PLACE,NB,NS,"24,43",,CHICAGO,LaSalle & 46th Place
POINT (-87.71288600000003 41.95560900100003),11276,KIMBALL,BELLE PLAINE,NB,NS,82,,CHICAGO,Kimball & Belle Plaine
POINT (-87.69466456999999 41.82993838499999),4176,CALIFORNIA,35TH STREET,NB,NS,"35,94",,CHICAGO,California & 35th Street
POINT (-87.616801796 41.812881248),2212,KING DRIVE,45TH STREET,SB,FS,3,,CHICAGO,King Drive & 45th Street
POINT (-87.66252269 41.91076954099998),15397,NORTH AVENUE,ELSTON,WB,FS,"N9,72",N9,CHICAGO,North Ave & Elston
POINT (-87.67419001399998 41.79347189800001),8734,DAMEN,GARFIELD,NB,NS,48,,CHICAGO,Damen & Garfield
POINT (-87.60950299899997 41.73665799999998),9481,87TH STREET,ST. LAWRENCE,WB,NS,87,,CHICAGO,87th Street & St. Lawrence
POINT (-87.66323611199999 41.75042496200001),2661,79TH STREET,ASHLAND,WB,NS,"79,169",N79,CHICAGO,79th Street & Ashland
POINT (-87.64999259500001 41.96727947300002),14470,CLARENDON,LELAND,NB,FT,148,,CHICAGO,Clarendon & Leland
POINT (-87.724135993 41.75514744999998),17288,76TH STREET,DALEY COLLEGE,WB,MB,67,,CHICAGO,76th Street & Daley College
POINT (-87.678042458 41.847748895999985),6386,BLUE ISLAND,HOYNE,SWB,NS,60,N60,CHICAGO,Blue Island & Hoyne
POINT (-87.76611700000001 41.92587400000002),11545,CENTRAL,ALTGELD,SB,NS,85,,CHICAGO,Central & Altgeld
POINT (-87.78923800000001 41.79214000000002),4382,ARCHER,NORMANDY,EB,NS,"62,62H",,CHICAGO,Archer & Normandy
POINT (-87.65655800100001 41.865133001000004),6342,RACINE,13TH STREET,NB,NS,60,N60,CHICAGO,Racine & 13th Street
POINT (-87.645957463 41.80894882000001),15457,47TH STREET,HALSTED,WB,FS,"44,47",,CHICAGO,47th Street & Halsted
POINT (-87.65808237599998 41.86165157400001),6373,BLUE ISLAND,15TH STREET,SWB,NS,60,N60,CHICAGO,Blue Island & 15th Street
POINT (-87.72428320799997 41.82498892299998),12837,PULASKI,3742 SOUTH,SB,MB,53A,,CHICAGO,3742 S Pulaski
POINT (-87.65564936599998 41.808806264),15782,47TH STREET,RACINE,WB,FS,47,,CHICAGO,47th Street & Racine
POINT (-87.73312410300002 41.88053063299998),406,MADISON,KILDARE,EB,NS,20,N20,CHICAGO,Madison & Kildare
POINT (-87.73278742000002 41.960817796000015),11330,MONTROSE,KEELER,EB,NS,78,,CHICAGO,Montrose & Keeler
POINT (-87.65866284999998 41.89099103799998),14588,GRAND,OGDEN,EB,FS,65,,CHICAGO,Grand & Ogden
POINT (-87.65935061200003 41.793687503),10530,GARFIELD,LOOMIS,EB,FS,55,N55,CHICAGO,Garfield & Loomis
POINT (-87.72621078999998 41.895289698),530,CHICAGO,PULASKI,EB,NS,66,,CHICAGO,Chicago & Pulaski
POINT (-87.623775776 41.736193404000005),9409,87TH STREET,STATE,EB,FS,87,N87,CHICAGO,87th Street & State
POINT (-87.62575199999998 41.87820800100002),72,JACKSON,WABASH,EB,FS,"1,7,28,126",,CHICAGO,Jackson & Wabash
POINT (-87.67336499999999 41.76107400000001),8716,DAMEN,73RD STREET,NB,NS,"48,94",,CHICAGO,Damen & 73rd Street
POINT (-87.70682490399997 42.01185316300001),12039,TOUHY,ALBANY,EB,NT,96,,CHICAGO,Touhy & Albany
POINT (-87.68688800899997 41.808448521),8092,47TH STREET,CAMPBELL,WB,MT,"47,94",,CHICAGO,47th Street & Campbell
POINT (-87.78725967899999 41.963704877),15870,NAGLE,NARRAGANSETT (FOREST PRESERVE DR),NB,FS,86,,HARWOOD HEIGHTS,Nagle & Narragansett/Forest Preserve Dr
POINT (-87.550941244 41.719049493),7000,COMMERCIAL,97TH STREET,NB,NS,71,,CHICAGO,Commercial & 97th Street
POINT (-87.61531500000001 41.770452999999975),2132,KING DRIVE,ANTHONY,NB,NS,3,,CHICAGO,King Drive & Anthony
POINT (-87.75531299900001 41.889215999999976),3869,LARAMIE,FERDINAND (north leg),NB,NS,57,,CHICAGO,Laramie & Ferdinand
POINT (-87.723506998 41.80989475000001),16073,PULASKI,46TH STREET,NB,FS,53A,,CHICAGO,Pulaski & 46th Street
POINT (-87.77570294399999 41.92069993400003),9583,AUSTIN,GRAND,SB,NS,91,,CHICAGO,Austin & Grand
POINT (-87.57607015999997 41.751469988),5221,JEFFERY,79TH STREET,SB,FS,"J14,15",,CHICAGO,Jeffery & 79th Street
POINT (-87.69027838099998 42.00873914699997),1698,WESTERN,LUNT,SB,NS,49B,,CHICAGO,Western & Lunt
POINT (-87.62591526400001 41.79823081000001),2418,STATE,53RD STREET,SB,NT,29,,CHICAGO,State & 53rd Street
POINT (-87.674590148 41.80108417600002),17399,DAMEN,51ST STREET,SB,FS,48,,CHICAGO,Damen & 51st Street
POINT (-87.72636850399999 41.90245375799998),17429,PULASKI,DIVISION,SB,FS,53,N53,CHICAGO,Pulaski & Division
POINT (-87.62056111599998 41.714942963),7532,MICHIGAN,99TH STREET,SB,NS,"34,103,106,119",N34,CHICAGO,Michigan & 99th Street
POINT (-87.72812346400002 41.96834785200002),8985,PULASKI,LAWRENCE,SB,NS,53,,CHICAGO,Pulaski & Lawrence
POINT (-87.70218634399998 42.01192122200001),12041,TOUHY,FRANCISCO,EB,NS,96,,CHICAGO,Touhy & Francisco
POINT (-87.62903780599999 41.73607821799999),9405,87TH STREET,WENTWORTH,EB,MB,87,N87,CHICAGO,87th Street & Wentworth
POINT (-87.56283951400002 41.75896371699997),10960,75TH STREET,KINGSTON (east leg),EB,NS,"N5,75",N5,CHICAGO,75th Street & Kingston
POINT (-87.67808431700001 41.706375283),12140,103RD STREET,BELL (east leg),EB,NS,103,,CHICAGO,103rd Street & Bell
POINT (-87.64588684300003 41.89111439499999),739,GRAND,UNION,EB,NS,65,,CHICAGO,Grand & Union
POINT (-87.684239177 41.79379564499999),10519,55TH STREET,WESTERN AVENUE,EB,NS,55,N55,CHICAGO,55th Street & Western Avenue
POINT (-87.62139445000003 41.75837261999999),10882,75TH STREET,MICHIGAN,WB,NS,75,,CHICAGO,75th Street & Michigan
POINT (-87.681474342 41.96879634300001),3791,LAWRENCE,HOYNE,WB,NS,81,N81,CHICAGO,Lawrence & Hoyne
POINT (-87.63230644499998 41.769113989000004),10089,69TH STREET,PRINCETON,WB,MT,67,,CHICAGO,69th Street & Princeton
POINT (-87.695418104 41.764553084),4298,71ST STREET,FRANCISCO,WB,MT,67,,CHICAGO,71st Street & Francisco
POINT (-87.62108452899997 41.68907079899998),7546,MICHIGAN,113TH STREET,SB,NS,"34,119",N34,CHICAGO,Michigan & 113th Street
POINT (-87.668401001 41.978065000000015),1805,CLARK,BERWYN,SB,NS,22,N22,CHICAGO,Clark & Berwyn
POINT (-87.565476999 41.73724499999997),9461,87TH STREET,SOUTH CHICAGO,WB,NS,87,,CHICAGO,87th Street & South Chicago
POINT (-87.765798824 41.909515940000006),11554,CENTRAL,NORTH AVENUE,SB,NS,85,,CHICAGO,Central & North Ave
POINT (-87.67195356100001 41.794011144000024),10606,GARFIELD,WOLCOTT,WB,FS,55,N55,CHICAGO,Garfield & Wolcott
POINT (-87.80931096299997 41.84806845100002),6968,N.RIVERSIDE SC,SHOPPING CENTER DRIVEWAY,EB,TERM,21,,NORTH RIVERSIDE,North Riverside Mall
POINT (-87.64847572299999 41.92017209699998),18240,HALSTED,DICKENS,NB,FS,8,,CHICAGO,Halsted & Dickens
POINT (-87.69947247300001 42.02847507199999),14359,DODGE,KEENEY,SB,NS,"93,206",,EVANSTON,Dodge & Keeney
POINT (-87.66272380499998 41.728668958000014),14781,ASHLAND,91ST STREET,NB,FS,"9,X9",N9,CHICAGO,Ashland & 91st Street
POINT (-87.55267833099998 41.72816116600001),7251,92ND STREET,EXCHANGE,EB,NS,30,,CHICAGO,92nd Street & Exchange
POINT (-87.54803900299999 41.748179822),7063,S. SHORE DRIVE,81ST STREET,SB,FS,"N5,26,71",N5,CHICAGO,S. Shore Drive & 81st Street
POINT (-87.544172135 41.730227524999975),7370,91ST STREET,BUFFALO,WB,NS,"26,30",,CHICAGO,91st Street & Buffalo
POINT (-87.75570800000003 41.89683200000002),3835,LARAMIE,IOWA,SB,NS,57,,CHICAGO,Laramie & Iowa
POINT (-87.72774557000002 41.78595322899997),13091,59TH STREET,KEELER,WB,NS,59,,CHICAGO,59th Street & Keeler
POINT (-87.72670253899997 41.90998862399999),17439,NORTH AVENUE,PULASKI,WB,FS,72,,CHICAGO,North Ave & Pulaski
POINT (-87.65524599999998 41.98348099999998),1038,SHERIDAN,BRYN MAWR,SB,FS,"136,147,151",,CHICAGO,Sheridan & Bryn Mawr
POINT (-87.617869504 41.84578438199998),7491,26TH STREET,KING DRIVE,WB,FS,21,,CHICAGO,26th Street & King Drive
POINT (-87.60677199999998 41.82135699999998),2518,COTTAGE GROVE,40TH STREET,NB,NS,4,N4,CHICAGO,Cottage Grove & 40th Street
POINT (-87.807122075 41.982296303),9839,HARLEM,BLUE LINE STATION,SB,MB,88,,CHICAGO,Harlem Blue Line Station
POINT (-87.66600158900002 41.858066087),17229,ASHLAND,18TH STREET,NB,FS,"9,X9",N9,CHICAGO,Ashland & 18th Street
POINT (-87.69974899900001 42.00475799999998),11913,CALIFORNIA,PRATT,NB,NS,93,,CHICAGO,California & Pratt
POINT (-87.759678243 41.87664898600002),147,JACKSON,5400 WEST,WB,MB,126,,CHICAGO,5400 W Jackson
POINT (-87.54975507500001 41.73015422100002),9452,91ST STREET,HOUSTON,WB,NS,"26,87",,CHICAGO,91st Street & Houston
POINT (-87.692570332 42.008659067999986),12074,LUNT,CAMPBELL,WB,NT,96,,CHICAGO,Lunt & Campbell
POINT (-87.687711261 42.05218831299999),12666,EMERSON,RIDGE,WB,NS,93,,EVANSTON,Emerson & Ridge
